iter	RMSE
442	0.1668766789
443	0.1668374725
444	0.1668233549
445	0.1667236876
446	0.1666635476
447	0.1665905171
448	0.1665245089
449	0.1664087838
450	0.1664068398
451	0.1663166614
452	0.1663134043
453	0.1661026764
454	0.1660016425
455	0.1658829426
456	0.1658227072
457	0.165717815
458	0.1656379958
459	0.1656019113
460	0.1655393314
461	0.1654931257
462	0.1653771411
463	0.165357707
464	0.1652312695
465	0.1651535274
466	0.1651514531
467	0.1650688517
468	0.1650559467
469	0.1649791954
470	0.1649348576
471	0.1647933466
472	0.1647073428
473	0.1646086077
474	0.1645212398
475	0.1644753306
476	0.1644512494
477	0.1643777753
478	0.1643426353
479	0.1642559049
480	0.1641374217
481	0.1640678412
482	0.1640148745
483	0.1639578472
484	0.1638803866
485	0.1637775448
486	0.1637046478
487	0.1636946683
488	0.1635678995
489	0.1635165994
490	0.1634524178
491	0.1633686348
492	0.1632869387
493	0.1632463899
494	0.163026655
495	0.1629794706
496	0.1629262532
497	0.1628738583
498	0.162727871
499	0.1625810118
500	0.1625113255
501	0.1624624088
502	0.1624373719
503	0.1623009843
504	0.1621190881
505	0.162062473
506	0.1619416467
507	0.1618609154
508	0.1617337788
509	0.1616780889
510	0.1615630928
511	0.1614911441
512	0.1614334369
513	0.1613649289
514	0.1612578797
515	0.1611881961
516	0.1610617521
517	0.1610535511
518	0.1609646696
519	0.1609049091
520	0.1608624637
521	0.1607855818
522	0.1606370319
523	0.1605726343
524	0.1605284662
525	0.1603703612
526	0.1602902993
527	0.1601464729
528	0.1600890878
529	0.1600285317
530	0.1599380767
531	0.1598489894
532	0.1597478571
533	0.1597026964
534	0.1595088263
535	0.1594274294
536	0.1593343501
537	0.159203013
538	0.159035733
539	0.1589564802
540	0.1588636581
541	0.1587494227
542	0.1587443152
543	0.1586189621
544	0.1585404582
545	0.1584399357
546	0.15831041
547	0.1582596812
548	0.1582061158
549	0.1580891559
550	0.1580205316
551	0.15785358
552	0.1578131232
553	0.1577358155
554	0.1575980334
555	0.1574854282
556	0.1573556433
557	0.1573264946
558	0.1572471554
559	0.1571631442
560	0.1570931828
561	0.156923953
562	0.1568699019
563	0.1568021942
564	0.1567657358
565	0.1567213376
566	0.1565421663
567	0.1564224019
568	0.1562145208
569	0.1561735635
570	0.1561087451
571	0.1560688002
572	0.1560065728
573	0.1559074387
574	0.1557403547
575	0.1556215296
576	0.1555560896
577	0.1554501773
578	0.1553651001
579	0.155298723
580	0.1551844406
581	0.1549653204
582	0.1548820064
583	0.1547751269
584	0.1546270814
585	0.1544261795
586	0.154383146
587	0.1543208538
588	0.1541462354
589	0.1540127587
590	0.1539532061
591	0.1538543899
592	0.1537918428
593	0.1535688663
594	0.1533958315
595	0.1533342818
596	0.15326662
597	0.153134521
598	0.1530718057
599	0.153063421
600	0.1529681455
601	0.1529207663
602	0.15283389
603	0.1527109719
604	0.1526276099
605	0.1524789264
606	0.1523962126
607	0.1521869062
608	0.1520773534
609	0.1520256594
610	0.1518713348
611	0.1517494843
612	0.1516805766
613	0.1514754865
614	0.1512446444
615	0.1511510164
616	0.1510730146
617	0.1509063857
618	0.1508506379
619	0.150796331
620	0.1506801102
621	0.1505773232
622	0.1504858983
623	0.1503682995
624	0.1502015582
625	0.1500912756
626	0.1499570984
627	0.1499215709
628	0.1498041703
629	0.1497324255
630	0.1496699669
631	0.1495049649
632	0.1494605996
633	0.1493207289
634	0.1492832207
635	0.1491237556
636	0.1490035467
637	0.1489062906
638	0.1488517928
639	0.1488133358
640	0.148619472
641	0.1484876579
642	0.148401555
643	0.1483321085
644	0.1482486418
645	0.1481852614
646	0.1481516536
647	0.1481043949
648	0.1480610999
649	0.1478926514
650	0.1477769948
651	0.1477239062
652	0.147612371
653	0.1475491361
654	0.1474937218
655	0.1473773391
656	0.1472477558
657	0.1471059465
658	0.1470335938
659	0.1469786091
660	0.1468304779
661	0.1467284063
662	0.146655829
663	0.1464965794
664	0.1464121589
665	0.1463425633
666	0.1461655026
667	0.1460469875
668	0.1459684968
669	0.1458654522
670	0.1458232907
671	0.1456988711
672	0.1456374379
673	0.1455953258
674	0.1455195792
675	0.1454503876
676	0.1453927843
677	0.1453241359
678	0.1452766856
679	0.1451528859
680	0.1450966687
681	0.1450125138
682	0.1448926933
683	0.1448618013
684	0.1447419959
685	0.1446372358
686	0.1445635027
687	0.1444377885
688	0.1443121685
689	0.1441941673
690	0.1441497841
691	0.1439751053
692	0.1438911393
693	0.1438014202
694	0.1436908977
695	0.1436014346
696	0.1435513411
697	0.1434959957
698	0.1434270776
699	0.1432862408
700	0.1432289141
701	0.1431070044
702	0.1430187505
703	0.1429757605
704	0.1429187447
705	0.1428583362
706	0.1428043406
707	0.1426717199
708	0.1426178807
709	0.1424973775
710	0.1423712717
711	0.1422722259
712	0.1422198146
713	0.1421716043
714	0.1421193696
715	0.1420824234
716	0.1419754308
717	0.1419230745
718	0.1418016678
719	0.1417566725
720	0.1416172627
721	0.1415226258
722	0.1414454325
723	0.1413863674
724	0.1412483985
725	0.1410886447
726	0.140992371
727	0.1409486431
728	0.1408220107
729	0.1407567405
730	0.1407119441
731	0.1406179408
732	0.1405465641
733	0.1404029823
734	0.1403147362
735	0.140253087
736	0.1400986091
737	0.1399471591
738	0.1398912753
739	0.13979562
740	0.139753933
741	0.1397159931
742	0.139659336
743	0.1395738607
744	0.139447852
745	0.139329916
746	0.1392946044
747	0.1392197853
748	0.139162595
749	0.1391242522
750	0.1390313955
751	0.1389723994
752	0.1389409877
753	0.138899117
754	0.1387943391
755	0.1386842141
756	0.1385626288
757	0.1384808194
758	0.1384411576
759	0.1382874659
760	0.1382141276
761	0.1381281524
762	0.1380183297
763	0.1379433804
764	0.1378731752
765	0.1378169482
766	0.1377765662
767	0.1376848025
768	0.137634941
769	0.1375798935
770	0.1374974265
771	0.1374054189
772	0.1373660387
773	0.137297216
774	0.1372489306
775	0.1371951463
776	0.1370925215
777	0.1369888159
778	0.1369130849
779	0.1368675166
780	0.1367633739
781	0.1367229075
782	0.1366613444
783	0.1365851613
784	0.1365234685
785	0.1363684675
786	0.1362940156
787	0.1362518875
788	0.1361904269
789	0.1361530647
790	0.1361193399
791	0.135984318
792	0.1359523883
793	0.135912389
794	0.1358262421
795	0.1357618613
796	0.1356575426
797	0.1355963014
798	0.1355271847
799	0.1354717313
800	0.135391317
801	0.135294692
802	0.1352552226
803	0.1352162584
804	0.1350651704
805	0.1350197021
806	0.1349463224
807	0.1348725129
808	0.1348367741
809	0.1347365447
810	0.1346825596
811	0.1345378257
812	0.1344987709
813	0.1344346365
814	0.134348005
815	0.1343000015
816	0.1342192211
817	0.1341749206
818	0.1341445939
819	0.1340906219
820	0.1339511661
821	0.1338873538
822	0.1338080561
823	0.1337787923
824	0.1337114644
825	0.1336633721
826	0.1335892782
827	0.1335176159
828	0.1334825707
829	0.1334439492
830	0.1333028295
831	0.1332787901
832	0.1332067386
833	0.1331311409
834	0.1330575014
835	0.1330140223
836	0.1329595792
837	0.132881959
838	0.1327508901
839	0.1326048676
840	0.1325687581
841	0.132544042
842	0.1324927565
843	0.132460166
844	0.1323854644
845	0.1323501232
846	0.1322275515
847	0.1321251745
848	0.132063462
849	0.1320188007
850	0.1319698234
851	0.1319190512
852	0.1318421789
853	0.1318066271
854	0.131772571
855	0.1317425235
856	0.131705537
857	0.1316410006
858	0.1315249674
859	0.1313961574
860	0.1313667124
861	0.1313342184
862	0.1312965285
863	0.1312575543
864	0.1311973424
865	0.131152749
866	0.1310931665
867	0.1310349077
868	0.1309550146
869	0.1309223575
870	0.1308979375
871	0.1308427083
872	0.1307786063
873	0.1307303915
874	0.1306588658
875	0.130634158
876	0.1305864216
877	0.1305228482
878	0.1304989415
879	0.130457931
880	0.1303502774
881	0.1303046574
882	0.1302063431
883	0.1301668861
884	0.1301396271
885	0.1300784977
886	0.1299521688
887	0.1299144547
888	0.1298543822
889	0.1298168665
890	0.1297713356
891	0.1297122761
892	0.1296719422
893	0.1295920967
894	0.1294889767
895	0.1293881257
896	0.1293320901
897	0.1292429462
898	0.1292020645
899	0.1291252288
900	0.1290791185
901	0.1290169735
902	0.1289373663
903	0.1289032572
904	0.1288447504
905	0.1287832563
906	0.1287137034
907	0.1286333973
908	0.1285732142
909	0.1285124011
910	0.1284658578
911	0.1284004282
912	0.1283165964
913	0.1282421202
914	0.1281763491
915	0.1281120228
916	0.1280234067
917	0.1279556098
918	0.127859351
919	0.1278005523
920	0.1277382269
921	0.1277011714
922	0.1276311296
923	0.1275551159
924	0.1274981573
925	0.1274369826
926	0.1273364629
927	0.1273091436
928	0.1271986104
929	0.1271331877
930	0.1271099699
931	0.1270642382
932	0.1269990533
933	0.1269280246
934	0.1268556335
935	0.1267835717
936	0.1267454374
937	0.1266751123
938	0.1266297531
939	0.1265697284
940	0.1265269161
941	0.1264830414
942	0.1263717484
943	0.1263208565
944	0.1262691113
945	0.1262012888
946	0.1261434525
947	0.1261037857
948	0.1259770653
949	0.1259382888
950	0.1258965174
951	0.1258216586
952	0.1257783963
953	0.1257335176
954	0.1257010741
955	0.1256371535
956	0.1256081453
957	0.1255771284
958	0.1255099594
959	0.1254396428
960	0.1253702728
961	0.1252671961
962	0.1252140457
963	0.125120192
964	0.1250296956
965	0.1250001826
966	0.1249533811
967	0.1249276938
968	0.124892312
969	0.1247776001
970	0.1247505011
971	0.1246965253
972	0.1246534226
973	0.1245911506
974	0.124552482
975	0.1245034295
976	0.1244371803
977	0.1243474654
978	0.1242644338
979	0.1242387221
980	0.1241891401
981	0.1241444943
982	0.1240750344
983	0.1240314125
984	0.1240005335
985	0.1239267134
986	0.1238297852
987	0.1237531335
988	0.1237018835
989	0.1236728329
990	0.1235648416
991	0.1234948559
992	0.1234614491
993	0.1233980179
994	0.1233281858
995	0.1232799943
996	0.1232118837
997	0.1231287629
998	0.1230912859
999	0.1230514493
1000	0.1230039919
1001	0.1229865765
1002	0.1229621815
1003	0.1229169692
1004	0.1228771919
1005	0.1228408734
1006	0.1227699016
1007	0.1227033634
1008	0.122668301
1009	0.122570525
1010	0.1225250126
1011	0.1224588866
1012	0.1223734831
1013	0.1223079164
1014	0.1222268724
1015	0.1221711444
1016	0.1221375796
1017	0.1221032186
1018	0.1220157906
1019	0.1219543418
1020	0.1218914151
1021	0.121793724
1022	0.1217279134
1023	0.1216545055
1024	0.1216233384
1025	0.1215752958
1026	0.1215442581
1027	0.1215138163
1028	0.1214794709
1029	0.1214220787
1030	0.1213855891
1031	0.1213535922
1032	0.1213218644
1033	0.1212839728
1034	0.1212081554
1035	0.1211507619
1036	0.1211029081
1037	0.1210460589
1038	0.1210250687
1039	0.1209559577
1040	0.1209268003
1041	0.1209080611
1042	0.1208242755
1043	0.1207627923
1044	0.120724226
1045	0.1206434613
1046	0.120604863
1047	0.1205650914
1048	0.1205253206
1049	0.120477539
1050	0.1204240445
1051	0.1203908714
1052	0.1203562066
1053	0.1203284098
1054	0.1202682722
1055	0.1202332579
1056	0.1201993862
1057	0.1201719855
1058	0.1201339888
1059	0.1200952828
1060	0.1200422057
1061	0.1200255737
1062	0.1199684201
1063	0.1199378031
1064	0.1198855433
1065	0.1198356847
1066	0.1197959524
1067	0.1197504229
1068	0.1197239974
1069	0.1196792378
1070	0.1195984719
1071	0.1195450657
1072	0.1194929259
1073	0.1194321357
1074	0.119353768
1075	0.1193133982
1076	0.1192423694
1077	0.1191966003
1078	0.119154862
1079	0.1191261525
1080	0.1190684565
1081	0.1190020535
1082	0.1189495042
1083	0.1188921836
1084	0.1188059905
1085	0.1187743085
1086	0.1187511656
1087	0.1187126204
1088	0.1186859601
1089	0.1186341553
1090	0.1185609592
1091	0.1185445248
1092	0.1184711344
1093	0.1184164441
1094	0.1183911527
1095	0.1183227383
1096	0.1182701801
1097	0.118211631
1098	0.1181755996
1099	0.1181121554
1100	0.1180857971
1101	0.1180710852
1102	0.1180224086
1103	0.1179659163
1104	0.1178992229
1105	0.1178678448
1106	0.1177956889
1107	0.1177349889
1108	0.1176609709
1109	0.1176286949
1110	0.1175998968
1111	0.1175179682
1112	0.1174934523
1113	0.11744623
1114	0.1173744583
1115	0.1173309969
1116	0.1172739874
1117	0.1172180148
1118	0.1171747724
1119	0.1171290561
1120	0.117088144
1121	0.1170040226
1122	0.1169623681
1123	0.1168984524
1124	0.1168667993
1125	0.1168126459
1126	0.1167864447
1127	0.116749583
1128	0.1167292956
1129	0.1166759108
1130	0.1166157279
1131	0.1165866489
1132	0.1165589536
1133	0.1164757865
1134	0.1164503123
1135	0.1164123882
1136	0.1163345563
1137	0.1162882147
1138	0.1162479223
1139	0.1162268293
1140	0.1161588866
1141	0.1161131614
1142	0.1160483773
1143	0.1159866056
1144	0.1159642676
1145	0.1159179279
1146	0.1158756861
1147	0.1158163017
1148	0.11579157
1149	0.115766833
1150	0.1157457484
1151	0.1157114978
1152	0.1156666715
1153	0.115649027
1154	0.1155761727
1155	0.1155592019
1156	0.1155187994
1157	0.1154985699
1158	0.1154637129
1159	0.1154468658
1160	0.1154144827
1161	0.1153574339
1162	0.1153116282
1163	0.1152572241
1164	0.1152179648
1165	0.1151969214
1166	0.1151791844
1167	0.1151406586
1168	0.1151052346
1169	0.1150492415
1170	0.1150232055
1171	0.1149597862
1172	0.1149329962
1173	0.1149146736
1174	0.1148839594
1175	0.1148494475
1176	0.1147936954
1177	0.1147456661
1178	0.1147023008
1179	0.1146235586
1180	0.1145947765
1181	0.1145541199
1182	0.1145455034
1183	0.1145232679
1184	0.1144874796
1185	0.1144468026
1186	0.1143828596
1187	0.1143487775
1188	0.1142945593
1189	0.1142618571
1190	0.1141986967
1191	0.1141630334
1192	0.1141047719
1193	0.1140736881
1194	0.1140310788
1195	0.1140020385
1196	0.1139665803
1197	0.1139214075
1198	0.1138938158
1199	0.1138189665
1200	0.1138017345
1201	0.1137717323
1202	0.1137288901
1203	0.1137056538
1204	0.1136484747
1205	0.1136277025
1206	0.1136005736
1207	0.1135397269
1208	0.1134880936
1209	0.1134406038
1210	0.1133761828
1211	0.1133130732
1212	0.1132934457
1213	0.1132761548
1214	0.1132235545
1215	0.1131743112
1216	0.1131458368
1217	0.1131061776
1218	0.1130840299
1219	0.1130637468
1220	0.1130083419
1221	0.112950611
1222	0.1128870169
1223	0.1128513068
1224	0.1127946121
1225	0.1127353091
1226	0.1126820059
1227	0.1126574179
1228	0.1125945455
1229	0.1125695582
1230	0.1125315663
1231	0.1124834628
1232	0.112429352
1233	0.1123922698
1234	0.1123647154
1235	0.1123167968
1236	0.1122655641
1237	0.1122437623
1238	0.1122100961
1239	0.1121787024
1240	0.112114061
1241	0.1120886623
1242	0.1120634099
1243	0.1120336087
1244	0.1120063603
1245	0.1119667353
1246	0.1119115924
1247	0.111877628
1248	0.1118418274
1249	0.1118168504
1250	0.111793941
1251	0.1117446799
1252	0.1117021124
1253	0.1116837876
1254	0.1116438092
1255	0.1115889468
1256	0.1115524288
1257	0.1115332161
1258	0.1114945372
1259	0.1114758915
1260	0.1114287894
1261	0.1114063216
1262	0.1113702371
1263	0.1113560913
1264	0.1112984299
1265	0.1112362815
1266	0.1112033807
1267	0.1111533158
1268	0.1110813175
1269	0.1110489652
1270	0.1110272904
1271	0.1109639536
1272	0.1109235273
1273	0.110872308
1274	0.1108338209
1275	0.1108186807
1276	0.1107697576
1277	0.1107299204
1278	0.1106850341
1279	0.1106458683
1280	0.1106023627
1281	0.1105842344
1282	0.1105361117
1283	0.1105043643
1284	0.1104591577
1285	0.1104233883
1286	0.110396865
1287	0.1103804503
1288	0.1103305065
1289	0.1103141641
1290	0.1102675574
1291	0.1102332138
1292	0.1102060897
1293	0.1101815542
1294	0.1101477835
1295	0.1101149058
1296	0.1100776854
1297	0.1100307453
1298	0.1099967661
1299	0.1099653437
1300	0.1099284309
1301	0.1099032762
1302	0.109870629
1303	0.1098228628
1304	0.1097815241
1305	0.1097604687
1306	0.1096940133
1307	0.1096718887
1308	0.1096286979
1309	0.1095572498
1310	0.1095302418
1311	0.1094555027
1312	0.1094388996
1313	0.1094048332
1314	0.1093411562
1315	0.1093036768
1316	0.1092536562
1317	0.1092067373
1318	0.1091968721
1319	0.1091835996
1320	0.1091452313
1321	0.1091086107
1322	0.1090922397
1323	0.1090484695
1324	0.1090124746
1325	0.1089903905
1326	0.1089569251
1327	0.1088899663
1328	0.1088489241
1329	0.1088127324
1330	0.1087654859
1331	0.108709632
1332	0.1086727793
1333	0.108637363
1334	0.1085898137
1335	0.1085402709
1336	0.1085210454
1337	0.1084861943
1338	0.1084357396
1339	0.1084061419
1340	0.1083481138
1341	0.1083116125
1342	0.108261905
1343	0.1082218606
1344	0.1081824063
1345	0.1081540466
1346	0.1081105783
1347	0.1080822452
1348	0.1080359276
1349	0.1080222183
1350	0.1079981387
1351	0.1079465916
1352	0.1079235891
1353	0.1079017389
1354	0.107876927
1355	0.1078490878
1356	0.1078238373
1357	0.1077824208
1358	0.1077331029
1359	0.1076907553
1360	0.1076644287
1361	0.107646343
1362	0.1076071976
1363	0.107576804
1364	0.1075311024
1365	0.1074868344
1366	0.1074692875
1367	0.1074133892
1368	0.1073685325
1369	0.1073493195
1370	0.1073395818
1371	0.1072798989
1372	0.1072262781
1373	0.1071973239
1374	0.1071482655
1375	0.1071213484
1376	0.1070777305
1377	0.1070529164
1378	0.1070103802
1379	0.1069746606
1380	0.1069547306
1381	0.1069101099
1382	0.1068839345
1383	0.1068370256
1384	0.1067890922
1385	0.1067612076
1386	0.1067375935
1387	0.1067169489
1388	0.1066714162
1389	0.106626565
1390	0.10658785
1391	0.1065327504
1392	0.1064884911
1393	0.1064784459
1394	0.1064554069
1395	0.1064303225
1396	0.106391994
1397	0.1063264703
1398	0.1062890841
1399	0.1062696347
1400	0.1062165086
1401	0.1061840825
1402	0.1061335261
1403	0.1061184743
1404	0.1060850004
1405	0.1060450141
1406	0.1060223496
1407	0.1059714347
1408	0.1059183267
1409	0.1058909387
1410	0.1058423606
1411	0.1058257036
1412	0.1058097283
1413	0.105748163
1414	0.1057308131
1415	0.1057071944
1416	0.1056717468
1417	0.1056262397
1418	0.1056043858
1419	0.1055773988
1420	0.1055584048
1421	0.1055469404
1422	0.1055241717
1423	0.105475033
1424	0.1054454039
1425	0.1054187668
1426	0.1053959516
1427	0.1053817513
1428	0.1053373906
1429	0.1053197818
1430	0.105294651
1431	0.1052592172
1432	0.1052248372
1433	0.1051791067
1434	0.1051433225
1435	0.1051074525
1436	0.1050730061
1437	0.1050288777
1438	0.1050065651
1439	0.1049827288
1440	0.1049657418
1441	0.1049517483
1442	0.1049213405
1443	0.1048897041
1444	0.1048671795
1445	0.1048233771
1446	0.1048094436
1447	0.1047616947
1448	0.1047333826
1449	0.1047149759
1450	0.1046786086
1451	0.104627821
1452	0.1046179027
1453	0.1045712587
1454	0.1045514263
1455	0.1045220956
1456	0.1044970776
1457	0.1044585432
1458	0.1044357961
1459	0.104391861
1460	0.1043713756
1461	0.1043282648
1462	0.1042787115
1463	0.1042393549
1464	0.1042237272
1465	0.1041876848
1466	0.1041516317
1467	0.1041152788
1468	0.1040712211
1469	0.1040190344
1470	0.1039661176
1471	0.1039218364
1472	0.1038728801
1473	0.1038437193
1474	0.1037948952
1475	0.1037667127
1476	0.1037190019
1477	0.1036830761
1478	0.1036628585
1479	0.1036323259
1480	0.1035757865
1481	0.103557595
1482	0.1035390093
1483	0.103498326
1484	0.1034735925
1485	0.1034500735
1486	0.1034239258
1487	0.1033958287
1488	0.1033727047
1489	0.1033498291
1490	0.1033098899
1491	0.1032796168
1492	0.1032546823
1493	0.1032204288
1494	0.1031888045
1495	0.1031611846
1496	0.1031343914
1497	0.1031020581
1498	0.1030691241
1499	0.1030313126
1500	0.1030036009
1501	0.1029671383
1502	0.1029466784
1503	0.1029181505
1504	0.1028736405
1505	0.1028516736
1506	0.102810568
1507	0.1027752608
1508	0.1027533626
1509	0.1027450183
1510	0.102702688
1511	0.1026751016
