iter	RMSE
1512	0.1026559025
1513	0.1026426855
1514	0.1025954032
1515	0.1025536563
1516	0.1025332214
1517	0.1024791432
1518	0.1024274399
1519	0.1024179802
1520	0.1023850713
1521	0.1023401211
1522	0.1023017259
1523	0.1022884292
1524	0.1022339509
1525	0.1022034959
1526	0.1021653616
1527	0.1021468798
1528	0.1021148862
1529	0.1020813441
1530	0.1020593579
1531	0.1020319011
1532	0.1019901835
1533	0.1019629592
1534	0.1019333604
1535	0.1019206247
1536	0.1019078618
1537	0.101880559
1538	0.1018477145
1539	0.1018269303
1540	0.101807588
1541	0.1017936461
1542	0.1017588662
1543	0.1017270953
1544	0.1017069385
1545	0.101685722
1546	0.101649841
1547	0.1016370613
1548	0.1016181031
1549	0.1015709248
1550	0.101549363
1551	0.1015379363
1552	0.1014888741
1553	0.1014619273
1554	0.1014441837
1555	0.1014122941
1556	0.1013857173
1557	0.1013702902
1558	0.1013118902
1559	0.1012853507
1560	0.1012720293
1561	0.1012518805
1562	0.1012068036
1563	0.101183563
1564	0.1011601375
1565	0.1011148342
1566	0.1010861649
1567	0.1010684072
1568	0.1010482714
1569	0.1010309833
1570	0.1010065114
1571	0.100970329
1572	0.1009579951
1573	0.1009378352
1574	0.100921874
1575	0.1008985137
1576	0.1008799563
1577	0.1008516909
1578	0.100819743
1579	0.1007995088
1580	0.1007883194
1581	0.1007488443
1582	0.1007258628
1583	0.1006905498
1584	0.100652568
1585	0.1006165599
1586	0.1005937804
1587	0.1005512754
1588	0.1005317891
1589	0.1005134268
1590	0.1004648423
1591	0.1004282873
1592	0.1004113458
1593	0.1003908893
1594	0.1003553834
1595	0.1002994872
1596	0.1002800694
1597	0.1002464085
1598	0.1002359336
1599	0.1002079886
1600	0.1001729479
1601	0.1001197116
1602	0.1000888704
1603	0.1000584627
1604	0.100029379
1605	0.1000164015
1606	0.09997615534
1607	0.09995523141
1608	0.09992656196
1609	0.09991375391
1610	0.09987411981
1611	0.09984130953
1612	0.09982351666
1613	0.09981032457
1614	0.09977991704
1615	0.09973649731
1616	0.09970442999
1617	0.09968583408
1618	0.09966078734
1619	0.09963848586
1620	0.09961428052
1621	0.09958655348
1622	0.09955627389
1623	0.0995114503
1624	0.09947012052
1625	0.09944087375
1626	0.0994028786
1627	0.09936516882
1628	0.09933232594
1629	0.09930754864
1630	0.09924810864
1631	0.0992266323
1632	0.0991872684
1633	0.09916300664
1634	0.09914268771
1635	0.09909571108
1636	0.09907670749
1637	0.09904390426
1638	0.09903277134
1639	0.09900583136
1640	0.09895521987
1641	0.09894204286
1642	0.09891077638
1643	0.09885982294
1644	0.09882881431
1645	0.09881745167
1646	0.09878331057
1647	0.09875310624
1648	0.09873167691
1649	0.09870128268
1650	0.09868808883
1651	0.09865529375
1652	0.09861795599
1653	0.09858805363
1654	0.09855458895
1655	0.0985389647
1656	0.09849461657
1657	0.09845874199
1658	0.09843891701
1659	0.09840747869
1660	0.09838116312
1661	0.09836204479
1662	0.0983285982
1663	0.09829417351
1664	0.09826292897
1665	0.09823317881
1666	0.09820086281
1667	0.09816862841
1668	0.09813781011
1669	0.09811443602
1670	0.09807853958
1671	0.09805168082
1672	0.09803392956
1673	0.09801459403
1674	0.09798954164
1675	0.09795559914
1676	0.09793417946
1677	0.09791528075
1678	0.097896971
1679	0.09788081261
1680	0.09785218636
1681	0.09781403856
1682	0.09778910019
1683	0.09775967763
1684	0.09772818518
1685	0.09771172468
1686	0.0976922464
1687	0.09767187506
1688	0.09762583512
1689	0.09760095045
1690	0.09757216613
1691	0.0975497456
1692	0.09749679035
1693	0.09747995347
1694	0.09743023883
1695	0.09741296943
1696	0.09737848968
1697	0.09734067383
1698	0.09731489488
1699	0.09729978149
1700	0.09728154715
1701	0.09723528458
1702	0.09722052304
1703	0.09719101024
1704	0.09717320057
1705	0.0971414889
1706	0.09711816549
1707	0.09708771319
1708	0.09704386494
1709	0.09701600518
1710	0.09697256947
1711	0.09694754138
1712	0.09692794131
1713	0.0969057224
1714	0.09686233885
1715	0.09683959738
1716	0.09680541984
1717	0.09678217866
1718	0.09675028279
1719	0.09669937306
1720	0.09667422483
1721	0.09665363814
1722	0.09662950345
1723	0.09659011051
1724	0.09657258079
1725	0.09654512953
1726	0.09649810223
1727	0.0964851596
1728	0.09647642382
1729	0.09644025874
1730	0.096396099
1731	0.0963648714
1732	0.0963115924
1733	0.0962659829
1734	0.09625108782
1735	0.09622632677
1736	0.09620709213
1737	0.09619041765
1738	0.0961694425
1739	0.0961350289
1740	0.09611966093
1741	0.09607066054
1742	0.09605644192
1743	0.09602691619
1744	0.0960080367
1745	0.09597338007
1746	0.09594992697
1747	0.09593643831
1748	0.09590958552
1749	0.09588247086
1750	0.09586472339
1751	0.09583446126
1752	0.09581924175
1753	0.09579466006
1754	0.09575470523
1755	0.09573819417
1756	0.09571134336
1757	0.09568647049
1758	0.09565923152
1759	0.09562051874
1760	0.09558900827
1761	0.09556682471
1762	0.09554201197
1763	0.09551727968
1764	0.09550593784
1765	0.09547700845
1766	0.09544726727
1767	0.09543249028
1768	0.09541747509
1769	0.09539951401
1770	0.09536657864
1771	0.09535110596
1772	0.09531969686
1773	0.09530871499
1774	0.09527345658
1775	0.09526465792
1776	0.09524327521
1777	0.0951897709
1778	0.09515266407
1779	0.09512299117
1780	0.09509163798
1781	0.09507257763
1782	0.09505141893
1783	0.0950290257
1784	0.09500915029
1785	0.09498610734
1786	0.09497959599
1787	0.09494415309
1788	0.09493449619
1789	0.09491956576
1790	0.09488685822
1791	0.09486728714
1792	0.09485305747
1793	0.0948339099
1794	0.09480239304
1795	0.09477058721
1796	0.0947246146
1797	0.09470034821
1798	0.09467736903
1799	0.09463715512
1800	0.0946183747
1801	0.09460383157
1802	0.09459337993
1803	0.09457466577
1804	0.09456111423
1805	0.09454194345
1806	0.09452414043
1807	0.09448253904
1808	0.09447107895
1809	0.0944598103
1810	0.09444558095
1811	0.09442882065
1812	0.09439179973
1813	0.09435210588
1814	0.09431716553
1815	0.09427726912
1816	0.09426531284
1817	0.09423783582
1818	0.09420291194
1819	0.09417509207
1820	0.09415726216
1821	0.09411655822
1822	0.09409744909
1823	0.09408359665
1824	0.09406925905
1825	0.09405131517
1826	0.09402945506
1827	0.09400010279
1828	0.09397557908
1829	0.09396294507
1830	0.09393631886
1831	0.09392881512
1832	0.09390961899
1833	0.09388789859
1834	0.09386421322
1835	0.09384588567
1836	0.09381929872
1837	0.09377731324
1838	0.09372997515
1839	0.09371026171
1840	0.09370129753
1841	0.09368273552
1842	0.09367135102
1843	0.0936520217
1844	0.09363509191
1845	0.09361047684
1846	0.09358589169
1847	0.09353635956
1848	0.0935151047
1849	0.0934989706
1850	0.09347981161
1851	0.09344237612
1852	0.09340954684
1853	0.09336592574
1854	0.09335366868
1855	0.09333640902
1856	0.09332407435
1857	0.09330684261
1858	0.09329777366
1859	0.0932557814
1860	0.09322902593
1861	0.09319762117
1862	0.09318230259
1863	0.09316470149
1864	0.09313688092
1865	0.09311301691
1866	0.09308392289
1867	0.09305099906
1868	0.09302904364
1869	0.09300324686
1870	0.09298277992
1871	0.09295998947
1872	0.0929238563
1873	0.0929009747
1874	0.09288018891
1875	0.09285646894
1876	0.09282052558
1877	0.09280013976
1878	0.09277822868
1879	0.09273699297
1880	0.09271043923
1881	0.09269330362
1882	0.09265780695
1883	0.09262361385
1884	0.09261449036
1885	0.09258528733
1886	0.09257357841
1887	0.09255075071
1888	0.09253885327
1889	0.09252354145
1890	0.09250484379
1891	0.09249006763
1892	0.0924647389
1893	0.0924468875
1894	0.09242384674
1895	0.09240928717
1896	0.09239736666
1897	0.09237688598
1898	0.0923396705
1899	0.09231890289
1900	0.09228769701
1901	0.09227329555
1902	0.09223322091
1903	0.09218814777
1904	0.09217029242
1905	0.09214096935
1906	0.09210454041
1907	0.09206621794
1908	0.09205209631
1909	0.09200531141
1910	0.09198595727
1911	0.09194369639
1912	0.09191935669
1913	0.09189256919
1914	0.09187257505
1915	0.09186585749
1916	0.09184429926
1917	0.09181505818
1918	0.09179333966
1919	0.09175996551
1920	0.09171851354
1921	0.09168366778
1922	0.09164396046
1923	0.09162615149
1924	0.09160914492
1925	0.09158854588
1926	0.09158067705
1927	0.09154589008
1928	0.09151776308
1929	0.09149638719
1930	0.09146296336
1931	0.09142531695
1932	0.09141483328
1933	0.09140214531
1934	0.091390394
1935	0.09136346383
1936	0.09133661434
1937	0.09131255461
1938	0.09130050554
1939	0.09125515453
1940	0.09122600232
1941	0.09120452685
1942	0.09119495965
1943	0.09118640315
1944	0.09117798773
1945	0.09115761312
1946	0.09113100164
1947	0.09110023741
1948	0.09107245711
1949	0.09105942691
1950	0.09104720892
1951	0.09102608534
1952	0.0909879072
1953	0.0909776195
1954	0.09094894683
1955	0.09093240363
1956	0.0909051769
1957	0.09087392526
1958	0.09083371332
1959	0.09079988143
1960	0.09078952855
1961	0.09075518675
1962	0.09073389746
1963	0.09070064481
1964	0.09066203478
1965	0.09063403158
1966	0.09058447686
1967	0.09056276694
1968	0.09053091821
1969	0.09049213227
1970	0.09047918088
1971	0.09045927831
1972	0.09044198518
1973	0.09041889194
1974	0.09038750308
1975	0.09037272458
1976	0.09035696799
1977	0.09033425128
1978	0.09030729766
1979	0.09028436325
1980	0.09027202457
1981	0.09025410935
1982	0.09023009119
1983	0.09018784602
1984	0.09017012834
1985	0.09012321587
1986	0.09008274076
1987	0.09007276368
1988	0.09004260813
1989	0.0900309358
1990	0.09000280366
1991	0.08998721501
1992	0.08996008677
1993	0.08993540098
1994	0.08990806395
1995	0.08989812954
1996	0.08988585957
1997	0.0898575484
1998	0.08983188623
1999	0.08982055387
